OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200351,2025-02-15,C94248,LAPTOP,1,64.66,494 MAIN ST,DEBIT CARD,DELIVERED,TRK89406816,4,NO_COUPON,INSTAGRAM,64.66
ORD200352,2023-08-31,C26637,CHAIR,5,173.96,995 MAIN ST,DEBIT CARD,PENDING,TRK59546992,8,WINTER15,INSTAGRAM,869.8000000000001
ORD200353,2025-03-28,C16012,TABLET,1,630.82,171 MAIN ST,ONLINE,DELIVERED,TRK15195225,5,FREESHIP,GOOGLE,630.82
ORD200354,2023-07-11,C31772,PHONE,1,693.41,992 MAIN ST,DEBIT CARD,SHIPPED,TRK11970357,4,NO_COUPON,INSTAGRAM,693.41
ORD200355,2025-06-03,C18353,TABLET,3,433.33,677 MAIN ST,CREDIT CARD,CANCELLED,TRK78766533,4,FREESHIP,REFERRAL,1299.99
ORD200356,2023-05-06,C26966,PRINTER,5,374.58,907 MAIN ST,GIFT CARD,CANCELLED,TRK83889574,10,FREESHIP,INSTAGRAM,1872.9
ORD200357,2023-07-08,C74982,LAPTOP,5,408.56,398 MAIN ST,DEBIT CARD,DELIVERED,TRK98700702,8,FREESHIP,INSTAGRAM,2042.8
ORD200358,2024-04-07,C70633,TABLET,2,183.67,747 MAIN ST,ONLINE,CANCELLED,TRK82540521,3,SAVE10,GOOGLE,367.34
ORD200359,2023-06-09,C95643,DESK,4,606.57,303 MAIN ST,DEBIT CARD,DELIVERED,TRK23286689,5,WINTER15,REFERRAL,2426.28
ORD200360,2024-06-06,C53810,PHONE,4,589.57,779 MAIN ST,CASH,PENDING,TRK34630612,8,NO_COUPON,INSTAGRAM,2358.28
ORD200361,2024-06-29,C53464,PRINTER,5,659.85,197 MAIN ST,CREDIT CARD,DELIVERED,TRK32743531,9,SAVE10,FACEBOOK,3299.25
ORD200362,2023-06-27,C53697,MONITOR,4,206.84,312 MAIN ST,CASH,CANCELLED,TRK60476656,5,WINTER15,INSTAGRAM,827.36
ORD200363,2024-05-24,C31668,LAPTOP,5,113.87,871 MAIN ST,CREDIT CARD,PENDING,TRK42584392,6,SAVE10,EMAIL,569.35
ORD200364,2023-11-24,C85282,PHONE,5,628.74,740 MAIN ST,CASH,CANCELLED,TRK86767206,9,FREESHIP,FACEBOOK,3143.7
ORD200365,2025-02-14,C56796,PHONE,1,678.38,607 MAIN ST,CREDIT CARD,CANCELLED,TRK74263180,4,SAVE10,REFERRAL,678.38
ORD200366,2023-02-10,C95213,PRINTER,3,602.24,603 MAIN ST,DEBIT CARD,PENDING,TRK40630538,8,NO_COUPON,REFERRAL,1806.72
ORD200367,2024-04-25,C13108,LAPTOP,5,658.77,712 MAIN ST,GIFT CARD,PENDING,TRK82284400,10,FREESHIP,INSTAGRAM,3293.85
ORD200368,2023-05-01,C85322,MONITOR,3,271.02,403 MAIN ST,CREDIT CARD,CANCELLED,TRK89728869,6,NO_COUPON,GOOGLE,813.06
ORD200369,2024-12-22,C43545,MONITOR,5,375.25,216 MAIN ST,GIFT CARD,PENDING,TRK73937402,9,SAVE10,EMAIL,1876.25
ORD200370,2025-05-03,C80649,PHONE,1,312.11,870 MAIN ST,ONLINE,CANCELLED,TRK41143313,4,WINTER15,FACEBOOK,312.11
ORD200371,2023-01-05,C59752,PHONE,5,307.76,179 MAIN ST,GIFT CARD,PENDING,TRK82229639,9,FREESHIP,GOOGLE,1538.8
ORD200372,2025-02-14,C53645,CHAIR,3,483.53,166 MAIN ST,CASH,RETURNED,TRK12123939,4,NO_COUPON,REFERRAL,1450.59
ORD200373,2023-01-02,C60178,LAPTOP,3,341.15,969 MAIN ST,CASH,PENDING,TRK84505143,4,FREESHIP,INSTAGRAM,1023.45
ORD200374,2024-09-16,C20286,MONITOR,1,571.9,129 MAIN ST,GIFT CARD,PENDING,TRK67648338,1,WINTER15,INSTAGRAM,571.9
ORD200375,2025-01-16,C87547,MONITOR,4,95.03,400 MAIN ST,ONLINE,SHIPPED,TRK71027262,8,FREESHIP,FACEBOOK,380.12
ORD200376,2023-08-24,C64549,MONITOR,5,201.22,341 MAIN ST,DEBIT CARD,PENDING,TRK20788231,6,FREESHIP,FACEBOOK,1006.1
ORD200377,2024-07-22,C24884,MONITOR,1,260.26,625 MAIN ST,ONLINE,PENDING,TRK44538419,5,WINTER15,INSTAGRAM,260.26
ORD200378,2024-02-01,C62666,CHAIR,5,64.5,148 MAIN ST,CREDIT CARD,PENDING,TRK91029390,8,WINTER15,INSTAGRAM,322.5
ORD200379,2024-09-21,C47284,PHONE,3,297.67,500 MAIN ST,ONLINE,SHIPPED,TRK85756094,6,NO_COUPON,GOOGLE,893.01
ORD200380,2024-04-20,C35355,PRINTER,4,331.9,127 MAIN ST,CASH,PENDING,TRK52935059,5,SAVE10,INSTAGRAM,1327.6
ORD200381,2023-06-07,C29467,CHAIR,1,191.76,223 MAIN ST,CREDIT CARD,RETURNED,TRK98103385,1,FREESHIP,INSTAGRAM,191.76
ORD200382,2025-01-30,C26718,PRINTER,4,263.09,272 MAIN ST,DEBIT CARD,SHIPPED,TRK91702525,8,SAVE10,GOOGLE,1052.36
ORD200383,2023-01-20,C18944,CHAIR,4,393.8,837 MAIN ST,CREDIT CARD,PENDING,TRK45275439,7,SAVE10,EMAIL,1575.2
ORD200384,2024-11-24,C35628,CHAIR,3,553.57,147 MAIN ST,CREDIT CARD,RETURNED,TRK45688220,4,FREESHIP,FACEBOOK,1660.71
ORD200385,2023-10-31,C56851,CHAIR,5,191.63,752 MAIN ST,GIFT CARD,DELIVERED,TRK65290904,6,FREESHIP,FACEBOOK,958.15
ORD200386,2023-04-28,C12421,TABLET,1,93.02,373 MAIN ST,ONLINE,RETURNED,TRK32588504,4,NO_COUPON,EMAIL,93.02
ORD200387,2024-06-27,C25316,PRINTER,2,39.53,904 MAIN ST,CREDIT CARD,SHIPPED,TRK55423551,3,WINTER15,GOOGLE,79.06
ORD200388,2023-12-28,C22657,PRINTER,3,633.97,152 MAIN ST,CASH,PENDING,TRK49157047,7,WINTER15,FACEBOOK,1901.91
ORD200389,2023-12-17,C29703,DESK,4,697.5,558 MAIN ST,CASH,SHIPPED,TRK40543461,7,FREESHIP,REFERRAL,2790.0
ORD200390,2023-07-14,C55996,PRINTER,5,508.69,885 MAIN ST,CASH,DELIVERED,TRK30547638,10,FREESHIP,GOOGLE,2543.45
ORD200391,2025-01-16,C60037,LAPTOP,2,527.46,516 MAIN ST,DEBIT CARD,CANCELLED,TRK82009557,3,FREESHIP,REFERRAL,1054.92
ORD200392,2024-02-28,C95100,PHONE,1,627.2,197 MAIN ST,ONLINE,DELIVERED,TRK47366265,1,WINTER15,EMAIL,627.2
ORD200393,2024-07-14,C39906,PRINTER,1,75.01,921 MAIN ST,CREDIT CARD,RETURNED,TRK24632134,3,NO_COUPON,GOOGLE,75.01
ORD200394,2023-07-05,C70148,DESK,5,529.55,359 MAIN ST,GIFT CARD,SHIPPED,TRK34848650,10,NO_COUPON,FACEBOOK,2647.75
ORD200395,2025-04-25,C30010,PHONE,3,127.41,830 MAIN ST,GIFT CARD,DELIVERED,TRK35386084,7,SAVE10,REFERRAL,382.23
ORD200396,2023-12-01,C99217,TABLET,5,287.13,778 MAIN ST,ONLINE,SHIPPED,TRK82004594,10,SAVE10,EMAIL,1435.65
ORD200397,2023-09-28,C30184,MONITOR,1,427.06,987 MAIN ST,ONLINE,CANCELLED,TRK86674704,1,WINTER15,REFERRAL,427.06
ORD200398,2024-09-04,C50275,PHONE,5,53.93,729 MAIN ST,GIFT CARD,SHIPPED,TRK98925264,7,SAVE10,INSTAGRAM,269.65
ORD200399,2024-01-07,C64641,TABLET,5,423.93,319 MAIN ST,DEBIT CARD,RETURNED,TRK32012588,5,FREESHIP,FACEBOOK,2119.65
ORD200400,2024-09-28,C56266,DESK,4,160.22,304 MAIN ST,DEBIT CARD,RETURNED,TRK60088901,9,WINTER15,INSTAGRAM,640.88
ORD200401,2025-04-09,C98635,PRINTER,1,538.68,197 MAIN ST,DEBIT CARD,RETURNED,TRK14225465,6,NO_COUPON,REFERRAL,538.68
ORD200402,2023-04-09,C83026,PRINTER,5,337.38,858 MAIN ST,GIFT CARD,SHIPPED,TRK79746259,5,NO_COUPON,REFERRAL,1686.9
ORD200403,2024-11-10,C28893,TABLET,1,620.21,740 MAIN ST,ONLINE,RETURNED,TRK98333066,1,FREESHIP,REFERRAL,620.21
ORD200404,2023-03-09,C45482,MONITOR,2,99.1,440 MAIN ST,CASH,DELIVERED,TRK54571699,6,NO_COUPON,INSTAGRAM,198.2
ORD200405,2025-01-26,C97774,MONITOR,4,451.97,603 MAIN ST,ONLINE,CANCELLED,TRK64664424,7,WINTER15,EMAIL,1807.88
ORD200406,2023-12-10,C11657,TABLET,4,66.1,572 MAIN ST,CASH,RETURNED,TRK50284486,9,WINTER15,GOOGLE,264.4
ORD200407,2023-08-13,C85993,TABLET,4,547.32,250 MAIN ST,CASH,RETURNED,TRK72547640,8,FREESHIP,INSTAGRAM,2189.28
ORD200408,2025-01-01,C11906,PRINTER,3,412.53,536 MAIN ST,ONLINE,PENDING,TRK31140158,6,WINTER15,GOOGLE,1237.59
ORD200409,2023-06-28,C45187,DESK,5,84.13,767 MAIN ST,ONLINE,DELIVERED,TRK12320793,9,SAVE10,GOOGLE,420.65
ORD200410,2024-01-18,C37375,TABLET,2,518.23,184 MAIN ST,DEBIT CARD,SHIPPED,TRK52470162,5,NO_COUPON,EMAIL,1036.46
ORD200411,2024-06-19,C66567,DESK,2,39.51,981 MAIN ST,ONLINE,SHIPPED,TRK21174822,5,NO_COUPON,FACEBOOK,79.02
ORD200412,2025-04-11,C42451,TABLET,5,133.01,246 MAIN ST,CREDIT CARD,RETURNED,TRK31313343,10,NO_COUPON,FACEBOOK,665.05
ORD200413,2023-10-08,C13923,TABLET,1,118.8,123 MAIN ST,ONLINE,DELIVERED,TRK87598790,6,SAVE10,EMAIL,118.8
ORD200414,2025-05-04,C11829,DESK,2,139.57,797 MAIN ST,CASH,DELIVERED,TRK84229257,4,WINTER15,FACEBOOK,279.14
ORD200415,2025-04-06,C62169,CHAIR,1,184.15,655 MAIN ST,GIFT CARD,SHIPPED,TRK64558985,5,FREESHIP,FACEBOOK,184.15
ORD200416,2023-07-18,C20881,LAPTOP,2,644.05,652 MAIN ST,GIFT CARD,CANCELLED,TRK26263902,5,WINTER15,REFERRAL,1288.1
ORD200417,2023-10-24,C44492,LAPTOP,5,55.41,954 MAIN ST,ONLINE,CANCELLED,TRK51429869,5,NO_COUPON,GOOGLE,277.05
ORD200418,2023-01-11,C74169,PRINTER,1,310.93,862 MAIN ST,ONLINE,CANCELLED,TRK66144809,3,NO_COUPON,FACEBOOK,310.93
ORD200419,2024-04-17,C70999,TABLET,2,216.66,885 MAIN ST,DEBIT CARD,PENDING,TRK75644156,6,FREESHIP,INSTAGRAM,433.32
ORD200420,2024-11-29,C11921,PHONE,1,452.7,439 MAIN ST,DEBIT CARD,SHIPPED,TRK91362635,5,FREESHIP,INSTAGRAM,452.7
ORD200421,2023-10-15,C50683,CHAIR,2,288.21,769 MAIN ST,DEBIT CARD,CANCELLED,TRK53032122,5,NO_COUPON,EMAIL,576.42
ORD200422,2023-06-05,C76140,PHONE,4,206.6,914 MAIN ST,GIFT CARD,RETURNED,TRK25861469,6,WINTER15,REFERRAL,826.4
ORD200423,2024-07-20,C94311,PRINTER,4,685.2,195 MAIN ST,GIFT CARD,CANCELLED,TRK97308771,6,WINTER15,GOOGLE,2740.8
ORD200424,2023-04-12,C49491,CHAIR,5,22.94,339 MAIN ST,CASH,PENDING,TRK64012257,10,NO_COUPON,EMAIL,114.7
ORD200425,2023-03-09,C40648,LAPTOP,2,301.88,488 MAIN ST,GIFT CARD,RETURNED,TRK25325993,5,WINTER15,EMAIL,603.76
ORD200426,2025-03-16,C40967,MONITOR,5,57.45,315 MAIN ST,CASH,CANCELLED,TRK24839296,10,NO_COUPON,FACEBOOK,287.25
ORD200427,2024-12-18,C25406,DESK,1,161.24,379 MAIN ST,CREDIT CARD,PENDING,TRK70952564,3,WINTER15,INSTAGRAM,161.24
ORD200428,2024-11-26,C77085,CHAIR,4,262.58,895 MAIN ST,ONLINE,CANCELLED,TRK57227640,8,WINTER15,EMAIL,1050.32
ORD200429,2024-12-19,C38126,PRINTER,4,515.19,522 MAIN ST,CREDIT CARD,PENDING,TRK90838498,9,SAVE10,FACEBOOK,2060.76
ORD200430,2023-06-07,C87448,PHONE,1,450.07,433 MAIN ST,GIFT CARD,SHIPPED,TRK44134016,6,FREESHIP,GOOGLE,450.07
ORD200431,2024-10-06,C62312,PRINTER,1,52.54,651 MAIN ST,DEBIT CARD,CANCELLED,TRK59623037,6,WINTER15,FACEBOOK,52.54
ORD200432,2023-09-04,C58443,TABLET,2,424.32,662 MAIN ST,CREDIT CARD,RETURNED,TRK77163738,6,NO_COUPON,REFERRAL,848.64
ORD200433,2023-08-26,C36613,MONITOR,3,631.64,785 MAIN ST,CREDIT CARD,RETURNED,TRK13282106,3,FREESHIP,FACEBOOK,1894.92
ORD200434,2023-10-22,C73893,PRINTER,5,327.68,384 MAIN ST,CREDIT CARD,RETURNED,TRK85939879,6,NO_COUPON,FACEBOOK,1638.4
ORD200435,2023-05-27,C48601,PRINTER,1,414.47,101 MAIN ST,DEBIT CARD,RETURNED,TRK97868309,3,FREESHIP,INSTAGRAM,414.47
ORD200436,2023-02-11,C14568,LAPTOP,4,221.33,651 MAIN ST,ONLINE,PENDING,TRK73545796,5,NO_COUPON,GOOGLE,885.32
ORD200437,2024-04-18,C63378,PHONE,1,512.39,955 MAIN ST,ONLINE,DELIVERED,TRK20863705,2,FREESHIP,INSTAGRAM,512.39
ORD200438,2025-01-03,C77800,TABLET,3,459.34,436 MAIN ST,GIFT CARD,PENDING,TRK27439574,3,SAVE10,INSTAGRAM,1378.02
ORD200439,2024-09-08,C91155,TABLET,1,146.32,321 MAIN ST,ONLINE,SHIPPED,TRK36260319,4,WINTER15,FACEBOOK,146.32
ORD200440,2024-11-05,C60215,DESK,4,83.6,978 MAIN ST,DEBIT CARD,PENDING,TRK31727767,4,SAVE10,FACEBOOK,334.4
ORD200441,2023-12-13,C52915,PRINTER,2,328.54,475 MAIN ST,GIFT CARD,RETURNED,TRK79466982,6,FREESHIP,EMAIL,657.08
ORD200442,2024-05-06,C72588,CHAIR,5,314.94,661 MAIN ST,CASH,PENDING,TRK43410829,8,SAVE10,INSTAGRAM,1574.7
ORD200443,2024-05-14,C61668,CHAIR,2,69.64,813 MAIN ST,CASH,RETURNED,TRK58970302,6,NO_COUPON,FACEBOOK,139.28
ORD200444,2024-06-08,C79508,PRINTER,1,135.17,585 MAIN ST,ONLINE,SHIPPED,TRK61882353,6,FREESHIP,INSTAGRAM,135.17
ORD200445,2024-03-23,C94569,PHONE,1,487.21,227 MAIN ST,CASH,DELIVERED,TRK31351770,3,SAVE10,REFERRAL,487.21
ORD200446,2023-10-18,C89592,LAPTOP,5,509.58,262 MAIN ST,ONLINE,DELIVERED,TRK49442402,6,FREESHIP,INSTAGRAM,2547.9
ORD200447,2024-04-07,C48207,PRINTER,2,416.81,356 MAIN ST,CASH,RETURNED,TRK45355655,2,NO_COUPON,FACEBOOK,833.62
ORD200448,2023-09-04,C16776,LAPTOP,2,160.0,854 MAIN ST,CASH,PENDING,TRK12860600,4,SAVE10,INSTAGRAM,320.0
ORD200449,2024-08-26,C91518,TABLET,3,253.05,286 MAIN ST,ONLINE,PENDING,TRK48688724,3,NO_COUPON,INSTAGRAM,759.1500000000001
ORD200450,2024-01-15,C36408,MONITOR,5,615.1,160 MAIN ST,GIFT CARD,RETURNED,TRK94023253,10,WINTER15,INSTAGRAM,3075.5
ORD200451,2023-04-01,C14837,MONITOR,1,183.18,647 MAIN ST,DEBIT CARD,CANCELLED,TRK17501136,6,SAVE10,EMAIL,183.18
ORD200452,2023-07-23,C36467,PRINTER,1,75.78,581 MAIN ST,CASH,PENDING,TRK20863987,5,SAVE10,GOOGLE,75.78
ORD200453,2025-05-02,C15017,TABLET,1,675.57,492 MAIN ST,CASH,SHIPPED,TRK51241924,1,WINTER15,FACEBOOK,675.57
ORD200454,2024-11-27,C54759,LAPTOP,1,109.29,686 MAIN ST,DEBIT CARD,CANCELLED,TRK75583042,5,FREESHIP,GOOGLE,109.29
ORD200455,2024-03-26,C58341,PHONE,1,639.83,874 MAIN ST,DEBIT CARD,PENDING,TRK32856728,2,SAVE10,REFERRAL,639.83
ORD200456,2023-06-26,C94479,DESK,5,62.81,259 MAIN ST,CREDIT CARD,SHIPPED,TRK69089975,9,SAVE10,FACEBOOK,314.05
ORD200457,2025-05-25,C50236,DESK,4,615.83,545 MAIN ST,ONLINE,RETURNED,TRK67692578,4,WINTER15,INSTAGRAM,2463.32
ORD200458,2024-07-02,C31412,MONITOR,4,510.58,196 MAIN ST,CREDIT CARD,RETURNED,TRK61946127,7,WINTER15,EMAIL,2042.32
ORD200459,2024-07-24,C90142,DESK,1,334.39,433 MAIN ST,CREDIT CARD,RETURNED,TRK39717191,2,NO_COUPON,INSTAGRAM,334.39
ORD200460,2024-10-06,C83548,LAPTOP,1,144.25,474 MAIN ST,CASH,RETURNED,TRK93822942,2,WINTER15,REFERRAL,144.25
ORD200461,2024-06-08,C29697,TABLET,1,401.82,407 MAIN ST,CREDIT CARD,SHIPPED,TRK47776482,5,FREESHIP,GOOGLE,401.82
ORD200462,2025-03-31,C22991,PHONE,1,252.68,731 MAIN ST,ONLINE,CANCELLED,TRK32796086,1,NO_COUPON,REFERRAL,252.68
ORD200463,2023-05-26,C25276,LAPTOP,5,662.78,214 MAIN ST,DEBIT CARD,SHIPPED,TRK14011732,9,SAVE10,INSTAGRAM,3313.9
ORD200464,2023-03-14,C39176,TABLET,4,434.42,739 MAIN ST,ONLINE,CANCELLED,TRK71418686,6,FREESHIP,GOOGLE,1737.68
ORD200465,2024-02-26,C58773,PRINTER,5,513.49,391 MAIN ST,GIFT CARD,CANCELLED,TRK65438300,8,NO_COUPON,GOOGLE,2567.45
ORD200466,2023-07-18,C37412,PHONE,1,432.47,895 MAIN ST,CASH,DELIVERED,TRK97829604,4,FREESHIP,REFERRAL,432.47
ORD200467,2024-08-30,C36492,DESK,1,45.94,572 MAIN ST,CASH,CANCELLED,TRK44350440,2,WINTER15,EMAIL,45.94
ORD200468,2025-06-21,C90110,PHONE,1,418.36,998 MAIN ST,CREDIT CARD,DELIVERED,TRK60203957,5,FREESHIP,EMAIL,418.36
ORD200469,2023-11-26,C13877,CHAIR,5,676.98,893 MAIN ST,CASH,CANCELLED,TRK17254691,5,NO_COUPON,FACEBOOK,3384.9
ORD200470,2023-09-29,C25149,TABLET,4,263.62,672 MAIN ST,CASH,SHIPPED,TRK33538608,5,SAVE10,EMAIL,1054.48
ORD200471,2025-04-19,C52717,DESK,5,551.27,395 MAIN ST,ONLINE,CANCELLED,TRK27625571,7,FREESHIP,REFERRAL,2756.35
ORD200472,2023-01-06,C60029,CHAIR,3,508.12,796 MAIN ST,CREDIT CARD,CANCELLED,TRK86461316,8,FREESHIP,REFERRAL,1524.36
ORD200473,2025-02-25,C28552,CHAIR,2,14.93,449 MAIN ST,ONLINE,SHIPPED,TRK71597160,4,NO_COUPON,FACEBOOK,29.86
ORD200474,2023-11-15,C72293,PRINTER,3,229.34,398 MAIN ST,CREDIT CARD,SHIPPED,TRK84378003,6,SAVE10,REFERRAL,688.02
ORD200475,2025-04-19,C29844,TABLET,2,438.62,363 MAIN ST,CASH,CANCELLED,TRK91642337,3,SAVE10,FACEBOOK,877.24
ORD200476,2024-01-15,C77872,PHONE,2,513.59,867 MAIN ST,ONLINE,RETURNED,TRK19292184,4,FREESHIP,REFERRAL,1027.18
ORD200477,2025-03-05,C56564,PHONE,2,253.74,481 MAIN ST,ONLINE,SHIPPED,TRK13166044,5,SAVE10,GOOGLE,507.48
ORD200478,2024-11-01,C16758,TABLET,3,62.77,914 MAIN ST,GIFT CARD,SHIPPED,TRK88544431,6,FREESHIP,REFERRAL,188.31
ORD200479,2023-02-18,C87011,MONITOR,4,25.29,943 MAIN ST,CREDIT CARD,PENDING,TRK21429162,8,NO_COUPON,GOOGLE,101.16
ORD200480,2023-06-16,C21147,CHAIR,1,335.1,126 MAIN ST,DEBIT CARD,PENDING,TRK93171043,6,FREESHIP,REFERRAL,335.1
ORD200481,2023-04-23,C94568,LAPTOP,4,484.85,317 MAIN ST,DEBIT CARD,DELIVERED,TRK58653915,5,WINTER15,REFERRAL,1939.4
ORD200482,2025-03-02,C35852,MONITOR,3,381.41,989 MAIN ST,ONLINE,PENDING,TRK22302049,6,NO_COUPON,INSTAGRAM,1144.23
ORD200483,2023-01-18,C66462,PHONE,5,347.92,982 MAIN ST,CASH,PENDING,TRK52743700,6,WINTER15,GOOGLE,1739.6
ORD200484,2024-05-29,C29092,CHAIR,4,15.01,767 MAIN ST,CASH,CANCELLED,TRK90455340,6,NO_COUPON,FACEBOOK,60.04
ORD200485,2023-08-01,C46651,CHAIR,3,404.79,764 MAIN ST,CASH,SHIPPED,TRK67679195,6,SAVE10,INSTAGRAM,1214.37
ORD200486,2023-02-03,C88981,PRINTER,4,611.26,558 MAIN ST,CASH,SHIPPED,TRK75267873,5,SAVE10,REFERRAL,2445.04
ORD200487,2023-03-09,C40136,PRINTER,3,346.52,211 MAIN ST,CREDIT CARD,PENDING,TRK92924852,3,SAVE10,GOOGLE,1039.56
ORD200488,2024-12-05,C81573,CHAIR,1,36.65,556 MAIN ST,ONLINE,CANCELLED,TRK96522994,1,WINTER15,EMAIL,36.65
ORD200489,2023-09-05,C11940,TABLET,3,149.34,589 MAIN ST,GIFT CARD,CANCELLED,TRK85466461,7,WINTER15,EMAIL,448.02
ORD200490,2024-07-22,C50097,CHAIR,5,467.81,539 MAIN ST,ONLINE,CANCELLED,TRK62785150,10,NO_COUPON,FACEBOOK,2339.05
ORD200491,2023-01-05,C98168,PHONE,5,420.7,481 MAIN ST,CASH,PENDING,TRK56423359,5,WINTER15,FACEBOOK,2103.5
ORD200492,2023-10-25,C39074,LAPTOP,5,606.52,103 MAIN ST,DEBIT CARD,SHIPPED,TRK13027036,6,SAVE10,INSTAGRAM,3032.6
ORD200493,2025-01-28,C84908,PHONE,1,420.26,372 MAIN ST,CREDIT CARD,PENDING,TRK64135970,4,FREESHIP,FACEBOOK,420.26
ORD200494,2023-07-19,C64516,LAPTOP,3,505.79,459 MAIN ST,DEBIT CARD,PENDING,TRK63920573,3,FREESHIP,REFERRAL,1517.37
ORD200495,2025-06-05,C63827,PHONE,4,493.73,947 MAIN ST,DEBIT CARD,PENDING,TRK35730581,6,SAVE10,FACEBOOK,1974.92
ORD200496,2025-03-14,C93618,PRINTER,3,201.21,249 MAIN ST,ONLINE,CANCELLED,TRK66129326,3,SAVE10,GOOGLE,603.63
ORD200497,2024-10-24,C93948,PRINTER,3,112.29,454 MAIN ST,GIFT CARD,SHIPPED,TRK77358113,6,NO_COUPON,GOOGLE,336.87
ORD200498,2023-07-12,C73961,TABLET,4,132.56,306 MAIN ST,CASH,RETURNED,TRK32607173,8,WINTER15,INSTAGRAM,530.24
ORD200499,2023-04-06,C18138,PRINTER,3,539.46,520 MAIN ST,CREDIT CARD,SHIPPED,TRK20289483,4,SAVE10,FACEBOOK,1618.38
ORD200500,2024-04-07,C79475,LAPTOP,5,508.59,169 MAIN ST,CASH,RETURNED,TRK42168516,8,WINTER15,FACEBOOK,2542.95
ORD200501,2024-02-04,C88546,DESK,4,203.46,226 MAIN ST,CREDIT CARD,PENDING,TRK19867754,7,SAVE10,REFERRAL,813.84
ORD200502,2023-05-20,C69332,MONITOR,3,565.25,745 MAIN ST,DEBIT CARD,RETURNED,TRK65718848,7,SAVE10,EMAIL,1695.75
ORD200503,2023-08-31,C64554,TABLET,3,136.84,498 MAIN ST,ONLINE,PENDING,TRK95384568,4,FREESHIP,FACEBOOK,410.52
ORD200504,2025-06-11,C11676,MONITOR,2,464.5,805 MAIN ST,ONLINE,CANCELLED,TRK35726395,2,WINTER15,INSTAGRAM,929.0
ORD200505,2023-06-11,C36014,PRINTER,2,434.97,558 MAIN ST,ONLINE,SHIPPED,TRK97246526,7,NO_COUPON,EMAIL,869.94
ORD200506,2023-07-25,C23279,MONITOR,2,43.67,696 MAIN ST,CASH,RETURNED,TRK58039693,4,WINTER15,INSTAGRAM,87.34
ORD200507,2023-07-05,C86481,PHONE,1,171.59,546 MAIN ST,CREDIT CARD,PENDING,TRK87513944,5,WINTER15,EMAIL,171.59
ORD200508,2025-05-14,C39550,PHONE,1,558.27,976 MAIN ST,ONLINE,DELIVERED,TRK24120267,1,NO_COUPON,REFERRAL,558.27
ORD200509,2023-02-15,C68937,LAPTOP,2,425.03,560 MAIN ST,CASH,RETURNED,TRK31908657,2,WINTER15,GOOGLE,850.06
ORD200510,2024-12-16,C72533,PRINTER,1,376.76,389 MAIN ST,DEBIT CARD,DELIVERED,TRK51288986,5,SAVE10,EMAIL,376.76
ORD200511,2024-03-15,C11415,MONITOR,5,575.24,267 MAIN ST,CASH,DELIVERED,TRK65061457,7,WINTER15,EMAIL,2876.2
ORD200512,2024-09-27,C14114,DESK,3,568.02,856 MAIN ST,ONLINE,PENDING,TRK63290700,3,FREESHIP,INSTAGRAM,1704.06
ORD200513,2025-02-09,C64128,TABLET,3,94.88,533 MAIN ST,GIFT CARD,SHIPPED,TRK37053575,8,NO_COUPON,REFERRAL,284.64
ORD200514,2023-04-16,C15629,PRINTER,3,304.15,492 MAIN ST,GIFT CARD,SHIPPED,TRK64926044,3,WINTER15,INSTAGRAM,912.4499999999999
ORD200515,2023-03-14,C67561,PHONE,3,553.52,160 MAIN ST,GIFT CARD,SHIPPED,TRK75900717,4,FREESHIP,FACEBOOK,1660.56
ORD200516,2024-04-07,C47022,MONITOR,3,166.99,208 MAIN ST,CASH,RETURNED,TRK28855040,8,NO_COUPON,FACEBOOK,500.97
ORD200517,2024-04-09,C55205,TABLET,4,198.35,943 MAIN ST,CASH,CANCELLED,TRK88141634,7,FREESHIP,GOOGLE,793.4
ORD200518,2025-06-13,C30686,PRINTER,4,403.58,319 MAIN ST,ONLINE,PENDING,TRK59807273,9,SAVE10,REFERRAL,1614.32
ORD200519,2025-05-10,C71797,LAPTOP,4,464.29,941 MAIN ST,DEBIT CARD,RETURNED,TRK66010667,5,SAVE10,EMAIL,1857.16
ORD200520,2023-03-10,C66332,MONITOR,3,635.98,959 MAIN ST,CASH,RETURNED,TRK27063398,5,NO_COUPON,REFERRAL,1907.94
ORD200521,2024-02-25,C82318,PHONE,1,528.06,991 MAIN ST,CREDIT CARD,SHIPPED,TRK37534165,2,NO_COUPON,FACEBOOK,528.06
ORD200522,2024-04-20,C66254,CHAIR,1,515.32,740 MAIN ST,GIFT CARD,CANCELLED,TRK82843861,1,FREESHIP,EMAIL,515.32
ORD200523,2025-02-18,C65083,DESK,4,657.79,652 MAIN ST,CREDIT CARD,RETURNED,TRK60937148,6,WINTER15,GOOGLE,2631.16
ORD200524,2023-10-25,C44778,PHONE,1,153.0,103 MAIN ST,CREDIT CARD,RETURNED,TRK92617366,4,NO_COUPON,REFERRAL,153.0
ORD200525,2023-12-03,C54499,MONITOR,1,668.48,160 MAIN ST,DEBIT CARD,SHIPPED,TRK18061555,1,SAVE10,EMAIL,668.48
ORD200526,2024-02-29,C91201,DESK,2,46.5,837 MAIN ST,CASH,RETURNED,TRK63526023,7,WINTER15,GOOGLE,93.0
